"frame","x [nm]","y [nm]","z [nm]","sigma1 [nm]","sigma2 [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]","uncertainty_z [nm]","detections"
12133,24523.3263,19091.39485,23.5561,153.3,148.8,2951,101,12.48,6.32,12.64,1
12134,24859.16431,20181.99561,54.7603,136,92.6,1969,109,12.48,5.92,11.84,1
12137,25154.15398,20614.99788,156.486,194.1,143.3,18998,103,12.48,2.64,5.28,4
12141,25466.41862,20871.80089,133.391,178.1,98.8,2609,95,12.48,6.34,12.68,1
12142,25244.79674,20551.00165,33.5347,142.3,123.3,8194,92,12.48,2.51,5.02,1
12143,24976.53357,20662.4024,130.894,179.2,105.6,1613,93,12.48,9.67,19.34,1
12145,25048.27463,20635.9039,131.516,180.1,108.9,4611,100,12.48,5.31,10.62,2
12147,24547.61838,19325.60541,49.1333,141.6,107.9,14068,105,12.48,1.99,3.98,3
12148,24950.01421,20658.70616,124.025,175.3,102.7,4617,101,12.48,5.02,10.04,2
12152,25317.76061,20967.50915,86.5754,166.4,125.6,7394,102,12.48,3.61,7.22,2
12155,25225.90193,20847.9114,99.055,155,83.1,1187,93,12.48,9.49,18.98,1
12158,24710.81676,19174.51364,-55.7241,131.4,159.9,17074,98,12.48,2.38,4.76,5
12163,24856.43316,19659.91736,-166.194,131.2,189,2768,100,12.48,7.48,14.96,1
12164,24379.35115,19106.1181,54.1128,142,104,9299,101,12.48,2.4,4.8,2
12167,24378.0314,19108.92033,49.1177,140.5,106.2,13767,100,12.48,2.1,4.2,4
12174,24700.15384,19005.72551,99.6643,177.5,150.9,3332,98,12.48,6.51,13.02,1
12176,24793.9453,18940.22699,1.05494,128.3,127.9,14637,112,12.48,1.87,3.74,2
12179,24723.01925,18965.6292,82.1856,166.9,132.1,6945,97,12.48,3.86,7.72,2
12183,24539.30095,19536.13215,13.5315,130.9,121.9,4950,135,12.48,3.53,7.06,1
12185,25307.51115,20727.23361,77.8122,157.2,110.6,7261,107,12.48,3.68,7.36,3
12191,24484.1272,19098.93801,57.2122,151.3,119,15249,106,12.48,2.37,4.74,5
12192,24939.3628,19492.93874,-56.9989,107.7,143.1,10100,94,12.48,2.49,4.98,3
12192,24927.37223,20489.43874,56.5873,158.7,135.4,31588,121,12.48,1.6,3.2,5
12198,24748.12572,19131.54312,130.851,185.8,146,9611,101,12.48,3.06,6.12,1
12199,25038.6434,20692.44385,62.1988,148.4,108.1,1899,103,12.48,7.12,14.24,1
12200,24926.46083,19236.34457,-149.372,77.6,167.7,7585,104,12.48,2.99,5.98,2
12201,24901.972,20510.8453,35.3609,138.4,115.5,27479,111,12.48,1.47,2.94,6
12208,25036.1065,20710.65038,84.6593,171.9,145.5,8755,104,12.48,3.59,7.18,2
12209,24567.66173,19103.7511,138.955,185.8,120.8,8152,98,12.48,3.13,6.26,1
12211,25199.40295,20936.85254,113.366,176.4,123.9,3785,106,12.48,5.34,10.68,1
12211,24910.40989,20522.35254,39.7218,136.9,108.7,5372,146,12.48,3.27,6.54,1
12215,25100.83792,20740.35543,128.965,183.7,131.3,9248,101,12.48,3.43,6.86,2
12217,24797.51789,19394.25687,-140.024,73.8,161.7,4114,88,12.48,3.64,7.28,1
12220,24373.07316,19210.25903,97.132,171.2,127.7,14909,125,12.48,2.58,5.16,3
12222,25207.6379,20854.26046,119.598,180.8,134.7,2096,115,12.48,9.58,19.16,1
12223,24496.33327,18976.26118,-29.5627,130.8,148.8,10326,96,12.48,2.59,5.18,2
12225,24426.72773,19216.36261,-7.72073,154.8,164.9,3000,100,12.48,6.79,13.58,1
12225,25208.65516,20908.66261,-50.7836,127.3,155.1,1901,97,12.48,8.05,16.1,1
12226,24641.03414,18932.06333,-48.9121,105.4,137.1,6067,87,12.48,2.71,5.42,1
12227,25188.53613,20869.86404,12.873,151.7,152,3580,117,12.48,5.69,11.38,1
12228,24635.64928,18938.76475,-43.9209,108,135.9,4296,107,12.48,4.23,8.46,2
12229,24897.71473,19617.26547,-27.6951,125.8,142.9,10995,99,12.48,2.37,4.74,2
12229,25231.21516,20846.96547,114.6,173.4,110.5,29097,106,12.48,1.55,3.1,4
12232,24895.37868,19634.26761,-23.3287,111.5,126.3,5922,100,12.48,3.11,6.22,2
12235,25202.96837,20851.06974,127.077,183.3,134.2,4256,115,12.48,5.41,10.82,1
12235,24643.37456,18929.66974,-45.1745,115.1,142.7,2579,100,12.48,5.52,11.04,1
12236,24895.98981,19624.17045,-40.8066,113.2,138.7,20065,116,12.48,1.6,3.2,3
12236,25297.26745,20923.97045,128.324,180.1,113.9,44484,124,12.48,1.49,2.98,9
12237,24650.48833,18939.17117,-53.9135,108.2,141.9,12661,100,12.48,2.13,4.26,3
12241,24911.03062,20363.674,96.4915,169.4,122.6,7794,106,12.48,3.52,7.04,2
12242,24913.46973,19657.07471,-49.5487,98.3,131.6,4001,99,12.48,3.42,6.84,1
12243,24640.22735,18910.67542,-63.2797,104.3,144.1,17025,107,12.48,1.86,3.72,4
12245,25156.63549,20768.77683,96.4883,165.7,111.6,2905,100,12.48,5.74,11.48,1
12245,24900.46407,19648.67683,-51.4233,108.8,141.2,3888,80,12.48,4.38,8.76,2
12247,24911.23597,20475.07824,80.8843,156.1,104.6,4601,122,12.48,3.9,7.8,1
12249,24830.45274,19612.47965,49.0536,151,125.9,3362,103,12.48,5.04,10.08,1
12250,24398.69095,19467.88036,161.391,196,133.7,2862,97,12.48,7.58,15.16,1
12251,24875.5705,19616.28106,-18.3507,128.4,140.6,11709,105,12.48,2.29,4.58,2
12260,24531.5052,19688.98738,-52.0592,108.4,141,9876,105,12.48,2.57,5.14,3
12265,24528.66166,19715.09087,-35.2124,113.2,135.5,1972,105,12.48,6.53,13.06,1
12267,25311.30106,20941.19226,118.939,174.3,107.6,11218,108,12.48,3.14,6.28,4
12273,24507.63001,19808.69643,32.1842,147.7,133.5,2413,106,12.48,6.74,13.48,1
12275,24545.02499,19689.99781,-53.3191,115.1,146.7,1679,90,12.48,7.73,15.46,1
12277,24534.76252,19688.0992,-52.0724,112,143.8,5838,123,12.48,3.16,6.32,1
12278,24499.70567,19065.99989,-15.8754,109.2,118.3,1305,110,12.48,8.01,16.02,1
12281,24527.04107,19384.80196,-305.46,98.8,240.4,2787,95,12.48,8.92,17.84,1
12284,24510.68202,19072.60402,13.4526,136.1,129.3,5628,100,12.48,3.79,7.58,2
12287,24533.74958,19062.80609,7.83336,129.2,124.2,16970,107,12.48,1.88,3.76,4
12291,24663.51319,18978.10883,-20.2543,122.1,135,21002,115,12.48,1.76,3.52,5
12294,23955.15596,18117.01088,-235.571,115.1,211.8,33504,111,12.48,1.76,3.52,4
12297,24457.9479,18901.21293,4.08095,143.7,145.9,8109,153,12.48,3.07,6.14,1
12299,24616.77276,19899.41429,5.95168,123.1,117.6,4550,139,12.48,3.52,7.04,1
12300,23964.20153,18154.21497,-263.036,117.4,223.8,36014,118,12.48,1.91,3.82,5
12303,24836.77045,19248.61701,-62.7024,103,142.6,10724,110,12.48,2.21,4.42,2
12306,23948.75786,18113.51904,-197.51,103.4,195.4,7220,121,12.48,3.54,7.08,1
12307,24825.18754,19277.51972,-57.0887,100.9,138,3037,92,12.48,4.32,8.64,1
12311,23944.79636,18101.32242,-183.16,113.4,192,4615,106,12.48,4.83,9.66,1
12314,24799.48101,19191.32444,-92.6678,108.5,159.6,22224,102,12.48,1.62,3.24,3
12318,24812.69212,19277.02713,-42.743,108.5,135.9,7897,104,12.48,2.66,5.32,2
12324,24023.2469,18181.83115,-307.366,131.4,245.3,10389,117,12.48,4.51,9.02,2
12325,24244.66627,19012.23182,188.793,205.7,101.9,3376,101,12.48,6.35,12.7,1
12329,25050.98241,20505.13449,80.1962,157.2,108,36020,106,12.48,1.46,2.92,10
12331,24521.77205,19044.63582,9.67129,123.2,114.5,25824,130,12.48,1.45,2.9,6
12334,25466.58914,20948.93781,55.2283,144.5,107.3,5552,130,12.48,3.25,6.5,1
12335,24013.69814,18164.63847,-269.305,115.8,226.5,5570,99,12.48,5.01,10.02,1
12336,25473.70274,20939.93913,42.7447,138.2,107.9,3867,115,12.48,3.95,7.9,1
12343,25160.01911,20851.34376,150.084,191.7,135.2,6907,113,12.48,3.91,7.82,1
12344,25006.3775,20653.04442,91.4182,165.8,118,13859,109,12.48,2.45,4.9,3
12347,24843.69267,20160.24639,3.4178,150.5,155.2,25440,121,12.48,2.08,4.16,6
12349,24973.35393,20622.2477,97.0312,164.4,107.1,5380,118,12.48,3.67,7.34,1
12351,24758.43872,19146.24901,-116.413,108.2,168.2,13689,101,12.48,2.54,5.08,4
12353,24962.27893,20629.65032,43.3555,132.5,98,1134,101,12.48,9.1,18.2,1
12355,24465.89016,18908.65163,44.6021,139.2,107.6,2452,112,12.48,5.57,11.14,1
12356,24841.053,20110.45228,26.5025,133.8,115.6,12213,105,12.48,2.47,4.94,5
12356,24732.0201,19095.05228,-103.31,108.9,163.9,15212,121,12.48,2.4,4.8,4
12357,24167.24418,18327.35293,-239.365,111.3,213.1,8503,96,12.48,3.96,7.92,2
12368,24845.83187,20118.16007,31.4859,138,117.6,24278,109,12.48,1.62,3.24,6
12368,24402.79047,18685.66007,-8.4565,123.4,128.5,9293,115,12.48,2.51,5.02,2
12372,24412.95293,18694.06265,-19.0693,122.5,134.7,14129,111,12.48,1.92,3.84,2
12376,24846.03701,20118.26522,44.5858,140.4,110,9960,110,12.48,2.37,4.74,2
12376,24396.59386,18694.86522,-8.46275,123.3,128.5,3660,106,12.48,4.13,8.26,1
12377,25219.26914,20807.86587,153.802,189.5,105.9,8985,113,12.48,3.82,7.64,3
12378,24410.00751,18694.36651,-13.4571,122.2,130.8,8561,108,12.48,2.64,5.28,2
12379,25001.8135,20247.56715,23.9881,126.7,107.1,9219,116,12.48,2.29,4.58,2
12381,24634.78058,19574.96843,47.0783,148.3,122.5,3853,116,12.48,4.54,9.08,1
12381,25256.86761,20818.26843,146.31,186.7,108.8,6395,113,12.48,4.41,8.82,2
12382,25010.85792,20236.86907,20.2412,134.1,121.3,5240,112,12.48,3.9,7.8,2
12383,24538.95809,19411.2697,25.8573,147.9,138.2,1822,116,12.48,9,18,1
12384,24706.11499,19208.87034,-13.4618,118.7,127,3324,126,12.48,4.47,8.94,1
12384,25261.33935,20833.17034,93.2593,152.1,83.3,2562,114,12.48,5.29,10.58,1
12385,25291.41762,21323.87098,-88.3546,101.5,154.1,1746,126,12.48,8.24,16.48,1
12395,24006.803,18574.97733,-9.72578,134.6,142.5,5083,105,12.48,3.72,7.44,1
12402,24027.83879,18579.48174,-17.2205,158,171.4,33126,120,12.48,1.72,3.44,4
12404,25231.77372,20842.983,126.945,185.5,162,11744,105,12.48,3.29,6.58,2
12406,24266.53325,18663.98425,233.665,221.1,175.2,13635,111,12.48,3.12,6.24,1
12406,25313.98067,21285.08425,-177.617,120.7,191.2,30995,108,12.48,1.86,3.72,6
12407,24012.69919,18592.08488,-29.0823,158.6,174.6,7970,108,12.48,3.52,7.04,1
12409,23977.5408,18523.48613,-7.86442,129.8,135.7,9081,124,12.48,2.79,5.58,2
12410,26429.51095,17707.88675,40.8146,131.5,98.5,1775,106,12.48,6.36,12.72,1
12412,25202.61184,20783.288,35.1961,134.8,109.4,2289,109,12.48,5.72,11.44,1
12413,24243.97613,18872.88862,219.929,221.8,145.1,5409,126,12.48,5.85,11.7,1
12413,24951.72461,19274.08862,-67.7811,112.8,151.8,12584,86,12.48,2.25,4.5,3
12413,23976.22061,18513.38862,-39.0725,110.9,135.6,5805,101,12.48,3.35,6.7,2
12413,25303.82058,21285.08862,-163.268,101.1,182.3,2458,108,12.48,7.17,14.34,1
12414,24412.86046,18911.78924,105.718,179.5,153.2,4734,85,12.48,4.88,9.76,1
12415,25299.2483,21307.08987,-161.398,98.7,180.8,3299,113,12.48,5.65,11.3,1
12416,24849.70374,20292.79049,59.5329,144,101.9,5398,111,12.48,3.13,6.26,1
12416,23996.74743,18546.99049,-59.0461,123.4,155.4,22036,111,12.48,1.99,3.98,6
12418,24852.2445,19242.69173,-24.7221,143.3,158.8,11143,107,12.48,3.1,6.2,3
12419,24856.00445,20292.79235,38.9353,131.4,100.4,3399,115,12.48,4,8,1
12420,25212.67329,20760.79297,69.5154,150.9,105.8,4564,128,12.48,3.85,7.7,1
12421,24812.92007,20016.49359,-62.7946,110.9,148.3,8912,127,12.48,3.1,6.2,3
12424,25190.62359,20763.39544,49.5411,135.6,97.2,3306,132,12.48,4.27,8.54,1
12424,24889.03027,19591.79544,-120.214,98.6,165.6,22877,117,12.48,1.71,3.42,4
12424,24002.13455,18533.99544,-41.5775,116.7,142.2,31650,106,12.48,1.52,3.04,10
12426,25178.32855,20766.09667,59.5251,144.9,104.1,2619,115,12.48,5.44,10.88,1
12429,25180.05655,20771.79852,63.8915,148.5,106.6,2825,103,12.48,5.17,10.34,1
12431,25193.87656,20774.79974,75.7478,155.4,108.5,7508,100,12.48,3.09,6.18,2
12434,25179.85422,20748.30158,76.9937,165.9,134.2,22496,114,12.48,1.99,3.98,4
12435,24969.30812,20294.20219,17.7034,125.5,110.7,3709,141,12.48,4,8,1
12437,24000.51106,18533.30341,-32.8503,112.7,133.6,4242,106,12.48,4.3,8.6,2
12439,25197.73934,20767.20463,75.7416,153.3,103.9,8555,97,12.48,2.98,5.96,3
12443,25199.97555,20773.80706,77.6107,153.8,103.1,5969,97,12.48,3.52,7.04,2
12448,24012.6051,18517.31009,-42.8445,111.8,138.8,3021,107,12.48,4.78,9.56,1
12450,24006.20368,18541.0113,-33.4845,126.5,146.5,29247,112,12.48,1.56,3.12,6
12457,24251.605,18813.0155,215.526,217.6,155.8,8804,102,12.48,4.65,9.3,2
12458,24004.88393,18530.4161,-26.6257,124.6,141.2,24335,111,12.48,1.64,3.28,5
12460,25540.49012,18564.2173,-137.717,81.5,164.8,2939,111,12.48,5.16,10.32,1
12461,24557.56837,19763.5179,84.4618,155.8,99.9,3799,105,12.48,5.12,10.24,2
12461,24824.10452,19130.4179,12.6903,136,129.7,3724,124,12.48,4.58,9.16,1
12461,25370.48837,21080.8179,143.751,186.8,114.3,2039,99,12.48,8.86,17.72,1
12464,24528.81177,19764.51968,78.8425,151.5,96.7,3299,103,12.48,4.48,8.96,1
12465,24664.97602,19139.42028,-3.53945,136.2,140.5,14990,121,12.48,2.06,4.12,2
12466,24002.14152,18533.92087,-45.3549,119.9,146.8,16112,120,12.48,2.17,4.34,4
12466,26531.33887,20245.62087,-170.175,89.4,181.2,1648,85,12.48,8.78,17.56,1
12468,24506.66028,19762.32206,88.825,160.9,107.7,9621,117,12.48,3.06,6.12,3
12469,24271.82816,18966.82265,164.964,197.5,134.8,9455,109,12.48,3.75,7.5,2
12470,25369.9816,21241.32324,16.4278,135,125.6,1446,115,12.48,9.35,18.7,1
12472,24000.71975,18680.12443,-249.44,112.4,217.5,2385,107,12.48,9.6,19.2,1
12472,24857.94389,19109.52443,-63.4585,104.1,143.7,5312,93,12.48,3.09,6.18,1
12472,24384.62122,19000.12443,-8.53772,113.5,117.3,1984,109,12.48,5.82,11.64,1
12474,24018.09619,18605.52561,-113.388,134.6,176.9,30444,119,12.48,1.96,3.92,7
12474,24444.2695,19030.42561,189.3,207.5,111.6,8818,107,12.48,3.86,7.72,2
12476,24714.7689,19109.42679,24.5365,144.8,134.4,3917,88,12.48,4.37,8.74,1
12477,24675.54565,19484.42738,-39.7466,126.8,149.8,6185,103,12.48,3.8,7.6,2
12477,24401.99807,18977.82738,33.2731,128.2,100.5,1947,115,12.48,5.96,11.92,1
12479,24779.09159,19275.82855,-317.473,137.8,250.3,5653,108,12.48,6.07,12.14,1
12480,25281.67951,20939.02914,120.645,171.8,96.9,6632,107,12.48,3.66,7.32,2
12480,24808.96653,19078.72914,-218.242,136.5,205.6,8426,99,12.48,4.2,8.4,2
12480,25375.47016,21859.12914,-243.206,113.9,214.7,15929,109,12.48,2.88,5.76,3
12483,24337.47332,18978.13089,77.5795,159.7,117.5,7195,107,12.48,3.47,6.94,2
12484,23990.66145,18757.43148,-312.484,157.7,246.2,3765,106,12.48,8.76,17.52,1
12484,25905.59612,19903.43148,-301.874,154.3,241.1,3162,91,12.48,9.29,18.58,1
12484,25535.20945,20945.13148,80.6992,154.1,100.5,2327,114,12.48,6.25,12.5,1
12484,25375.16582,21839.13148,-286.272,108.6,233.1,2834,100,12.48,8.79,17.58,1
12486,25379.53552,21868.03265,-233.849,114.9,211.1,35207,109,12.48,1.77,3.54,5
12489,24805.91921,19955.03439,-1.68589,116,114.6,4652,137,12.48,3.25,6.5,1
12490,24275.08257,18983.23497,126.254,177.9,108.3,28550,100,12.48,1.72,3.44,6
12492,25370.18766,21890.03613,-263.186,125.1,224.2,12575,97,12.48,3.26,6.52,2
12495,24954.58266,20384.43787,37.0036,135.3,108.1,6424,95,12.48,3.33,6.66,3
12503,24537.25073,19564.74248,81.3085,151.1,93.7,2417,108,12.48,5.67,11.34,1
12506,24942.28843,20384.4442,32.6263,129.5,103,5836,105,12.48,3.1,6.2,2
12509,24544.466,19578.34591,50.7229,144.9,112.5,6361,101,12.48,3.74,7.48,3
12514,24530.85007,19594.84875,68.8179,158.5,123.4,2023,116,12.48,8.14,16.28,1
12517,24540.707,19572.45045,66.3191,146.6,100.3,18220,108,12.48,2.02,4.04,7
12519,24450.37145,18983.25159,65.6935,150.6,108.9,1380,105,12.48,9.54,19.08,1
12521,25105.17868,20993.25271,88.7836,154.3,92.3,4647,114,12.48,4.27,8.54,2
12524,25091.05445,20880.8544,178.652,202.6,144.7,3431,98,12.48,7.08,14.16,1
12526,24702.68208,19315.95552,-86.5924,108.6,157.3,8482,117,12.48,2.97,5.94,2
12529,25097.96467,20997.6572,130.592,177.6,100,23813,109,12.48,2.18,4.36,9
12532,24555.23918,19564.65888,55.0736,140.5,99.9,9787,112,12.48,2.7,5.4,4
12533,25032.62652,20220.25943,-0.47205,124.6,124.3,5244,106,12.48,3.69,7.38,2
12536,24997.36633,20254.3611,44.4608,142,113,1886,93,12.48,6.82,13.64,1
12538,24535.83114,19565.66221,79.4088,154.9,103.9,2722,101,12.48,5.45,10.9,1
12538,24912.31471,20265.56221,60.0617,148,109.3,1910,99,12.48,7.02,14.04,1
12540,25050.30801,20229.66332,-10.4631,113.8,118.9,7427,98,12.48,2.79,5.58,3
12542,24764.26192,20102.16442,30.7259,164.4,163.5,13253,102,12.48,3.02,6.04,3
12542,25101.62372,21003.66442,178.014,202.3,116.4,2543,106,12.48,8.36,16.72,1
12544,25096.23824,20982.46552,139.942,181.5,98.9,11339,113,12.48,3.2,6.4,4
12547,25004.27685,20196.26717,19.4882,138.7,128.4,17803,89,12.48,1.78,3.56,3
12549,24553.51282,19586.16827,62.5496,152.9,117.1,3537,102,12.48,4.7,9.4,1
12550,24581.76184,19483.86881,-294.436,155.7,237,14244,105,12.48,3.96,7.92,3
12551,25099.18547,20992.56936,144.305,181.4,91.7,5515,104,12.48,4.39,8.78,2
12552,24906.11703,20201.76991,46.9447,150.8,127.3,23221,108,12.48,1.81,3.62,5
12554,24556.86637,19636.571,-4.85715,146.7,154.1,2592,101,12.48,6.95,13.9,1
12558,25110.26185,20950.67317,129.321,182.5,123.2,10639,108,12.48,3.37,6.74,3
12559,24996.24987,20156.07371,30.7126,158.4,152.8,3387,124,12.48,6.31,12.62,1
12559,24795.56024,19569.37371,-117.823,115.6,171.5,10315,104,12.48,2.8,5.6,2
12561,25252.01491,21097.1748,121.206,177.2,113.7,43513,106,12.48,1.39,2.78,8
12566,24855.61499,19656.77749,-61.6596,110.2,147.3,5149,104,12.48,3.38,6.76,1
12568,25034.86392,20157.57856,-3.61988,128.3,131,4064,126,12.48,4.15,8.3,1
12568,24470.18936,19212.47856,-19.2224,116.2,127.9,1191,139,12.48,10.62,21.24,1
12569,23656.96455,17404.4791,-192.099,111.4,194.8,11614,116,12.48,2.96,5.92,2
12570,24875.32843,19100.37964,-172.128,100.9,185.2,10773,104,12.48,2.79,5.58,2
12571,25298.75817,21148.48017,55.0432,140.8,100.2,2111,102,12.48,5.93,11.86,1
12572,23661.53732,17397.28071,-182.74,107.4,190.7,32727,105,12.48,1.82,3.64,8
12573,24805.11256,20199.18124,-225.803,85.8,201.9,1947,118,12.48,9.83,19.66,1
12574,25311.56174,21155.48177,78.7566,152.2,98.3,13097,107,12.48,2.16,4.32,3
12579,25293.88086,21092.08443,107.461,172.1,116.4,6501,109,12.48,4.05,8.1,2
12581,23657.26971,17413.78549,-198.349,111.9,197.1,29229,104,12.48,1.85,3.7,5
12581,25057.72764,20160.28549,-13.6156,118.5,126.5,2374,80,12.48,5.11,10.22,1
12581,25299.87618,21087.38549,159.26,194.3,119.2,16536,100,12.48,2.84,5.68,5
12585,25061.69069,20181.8876,-3.63316,123.2,124.7,11554,101,12.48,2.23,4.46,3
12587,26266.13332,21164.28865,152.39,185.6,92.4,2500,98,12.48,6.81,13.62,1
12589,25053.2567,20169.8897,-23.6075,108.6,123.5,2459,124,12.48,5.15,10.3,1
12589,24382.80093,18978.0897,83.7377,156.1,101.6,2403,101,12.48,5.99,11.98,1
12589,24574.65005,19779.1897,43.1712,137,105.1,9607,107,12.48,2.52,5.04,3
12591,24723.31282,20386.59075,120.558,170.8,94,5544,117,12.48,4.25,8.5,2
12594,24619.86877,19772.09232,37.5504,131.9,102.2,2572,115,12.48,6.18,12.36,2
12596,25429.02902,21451.39336,-72.2927,114,154.5,6629,110,12.48,3.04,6.08,1
12596,25044.21302,20767.69336,-119.724,105.3,168.2,1471,94,12.48,9.7,19.4,1
12598,24960.17742,19287.7944,-75.4148,100,147,7598,98,12.48,2.79,5.58,2
12602,25451.8924,21540.59647,-164.04,112.2,185.3,2669,95,12.48,6.88,13.76,1
12603,24957.23058,19289.29699,-77.291,103,149.9,18872,96,12.48,1.9,3.8,6
12603,24951.13368,20388.49699,8.83478,122.9,114.8,2060,116,12.48,6.02,12.04,1
12604,25436.75176,21461.79751,-76.6677,107.1,152.1,14697,116,12.48,2.1,4.2,3
12605,24960.38063,20397.59802,60.0094,148.7,110.8,2799,102,12.48,5.3,10.6,1
12608,25425.57408,21463.09956,-81.0395,104.8,152.5,6232,115,12.48,3.04,6.08,1
12608,24947.88197,20399.19956,58.1348,150,115,3009,96,12.48,5.09,10.18,1
12610,24959.56767,19287.50059,-84.1616,97.8,149.8,7503,92,12.48,3.08,6.16,3
12611,25437.463,21458.3011,-79.7937,118.2,160.1,17261,110,12.48,2.03,4.06,3
12615,24579.83235,19782.80314,56.8811,143.4,103.3,16908,103,12.48,1.92,3.84,5
12615,25433.49996,21454.20314,-72.9317,105.3,149.2,19354,121,12.48,1.89,3.78,5
12619,25114.5304,20691.10518,96.8204,166,111.4,11780,94,12.48,2.6,5.2,3
12619,25923.28419,20276.90518,-300.107,124,241.2,8438,82,12.48,4.61,9.22,2
12627,24672.09849,19597.20922,41.8933,137.5,107.5,15803,98,12.48,1.96,3.92,5
12627,25900.92869,20308.10922,-288.256,131.1,235.9,5446,106,12.48,5.68,11.36,1
12627,25141.86464,20680.90922,81.2116,154.7,100.9,12701,115,12.48,2.47,4.94,4
12632,25212.79175,20765.81172,123.022,180.9,127.3,32289,124,12.48,1.73,3.46,5
12637,25914.64637,20198.11421,-208.379,123,201.9,3514,90,12.48,6.23,12.46,1
12638,25320.50343,20869.71471,59.9837,149.2,111.8,11253,135,12.48,2.66,5.32,3
12638,25926.73852,20322.41471,-316.349,118,248.7,9343,97,12.48,4.57,9.14,2
12641,25906.31378,20339.1162,-328.209,128.7,255.6,33770,100,12.48,2.55,5.1,7
12642,25303.53356,20890.31669,40.6334,145.3,122.3,5070,104,12.48,4.23,8.46,2
12649,25908.3457,20325.02014,-305.123,120.2,243.6,14497,104,12.48,3.62,7.24,3
12651,24681.24286,19583.72112,31.889,130.2,104.7,2906,124,12.48,4.65,9.3,1
12651,24459.41731,18875.82112,55.6048,148.7,114.6,2159,101,12.48,6.61,13.22,1
12653,24461.75435,18880.02209,56.2273,144.2,105.4,25433,127,12.48,1.59,3.18,6
12653,23906.93645,17930.02209,-298.261,125.1,240.5,20337,109,12.48,2.81,5.62,3
12653,24660.91975,19587.02209,38.1284,132,102,6934,116,12.48,3.13,6.26,3
12657,23914.2525,17922.62404,-296.392,118.5,239,6573,111,12.48,4.89,9.78,1
12658,24671.28419,19597.52453,26.8907,125.3,102.2,2552,112,12.48,4.75,9.5,1
12660,24448.44237,18894.22549,53.1014,145.1,110.2,10854,145,12.48,2.43,4.86,2
12660,23917.504,17841.52549,-207.772,86.6,194.9,3511,94,12.48,5.38,10.76,1
12663,24473.84593,18873.52694,41.8652,132.6,99.2,5735,112,12.48,3.19,6.38,2
12664,23914.96337,17929.32743,-278.923,108.8,230,14204,115,12.48,3.43,6.86,3
12665,25144.5048,20869.62791,91.1676,159.3,100.5,5522,106,12.48,3.93,7.86,2
12667,24534.71305,18843.52887,13.1535,123.5,111.8,10561,127,12.48,2.33,4.66,3
12668,23932.03441,17939.72935,-319.493,135.4,251.5,4329,98,12.48,7.3,14.6,1
12670,25118.18617,20876.7303,108.638,162.9,89.2,2600,101,12.48,5.62,11.24,1
12671,23897.4851,17856.83078,-252.716,126.4,219.5,2423,129,12.48,10.76,21.52,1
12674,23786.62291,17890.43221,-97.9418,93.9,153.8,39064,110,12.48,1.19,2.38,7
12680,24575.76453,19645.93506,56.8304,138.9,95.3,2573,103,12.48,4.91,9.82,1
12688,24749.22065,19686.13882,11.2648,123,112.7,10077,101,12.48,2.6,5.2,5
12690,24989.43833,20757.23976,156.679,190.1,101.7,3890,102,12.48,5.17,10.34,1
12691,24086.99542,18690.24022,-166.606,129.9,189,3124,105,12.48,6.84,13.68,1
12694,24995.23001,20747.04162,136.08,183.4,112.8,1995,96,12.48,8.67,17.34,1
12695,23787.02756,17874.44208,-92.3413,90.7,149.3,5841,94,12.48,3.26,6.52,2
12698,24987.10042,20761.64347,132.332,182.1,114.1,2410,106,12.48,7.63,15.26,1
12707,24318.67602,18894.94761,147.304,188.6,115.8,6531,119,12.48,4.58,9.16,2
12708,25134.54275,20776.14807,210.337,212.8,164.8,4614,116,12.48,6.64,13.28,1
12711,23523.53821,17482.64944,-306.42,126.7,244.5,3445,114,12.48,8.77,17.54,1
12712,24335.54356,18883.34989,149.172,190.1,118.9,10258,109,12.48,3.92,7.84,4
12714,24676.56328,19899.8508,0.0107,124,123.2,11513,127,12.48,2.34,4.68,3
12717,25168.1763,20712.15216,55.5533,150.2,117.8,1845,107,12.48,7.87,15.74,1
12718,24315.52472,18885.85261,151.04,191.1,122.2,8176,114,12.48,4.46,8.92,3
12720,24835.18359,20260.25351,27.4664,128.7,106.8,4133,125,12.48,3.59,7.18,1
12723,24836.60584,20263.95486,34.9533,130.9,102.9,19107,110,12.48,1.71,3.42,6
12725,24431.36497,18994.25575,119.829,176.6,113.6,7222,107,12.48,4.26,8.52,3
